"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy"
"881";"grodzki";"1.00";"WOJ. WIELKOPOLSKIE";6;190000036489;"Publiczne Liceum Ogólnokształcące Katolickiego Stowarzyszenia Wychowawców";"61-049";"Poznań";"Mińska";"32";618794941;618794941;"szkolaksw@wp.pl";"www.szkoly.poznan.ksw.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"882";"grodzki";"18.00";"WOJ. WIELKOPOLSKIE";325;190000036521;"Liceum Ogólnokształcące Mistrzostwa Sportowego";"61-862";"Poznań";"Cegielskiego";"1";616639800;616639806;"zsms@zsms.poznan.pl";"http://www.zsms.poznan.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"883";"grodzki";"15.00";"WOJ. WIELKOPOLSKIE";427;190000036536;"XXV Liceum Ogólnokształcące";"60-655";"Poznań";"";"";618224941;618224941;"";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"884";"grodzki";"15.00";"WOJ. WIELKOPOLSKIE";425;190000036541;"XVII Liceum Ogólnokształcące";"61-288";"Poznań";"osiedle Czecha";"59";618776058;618776058;"sekretariat@zso4.icpnet.pl";"www.zso4.poznan.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"885";"grodzki";"12.00";"WOJ. WIELKOPOLSKIE";361;190000036597;"VII Liceum Ogólnokształcące";"60-544";"Poznań";"Żeromskiego";"8/12";618472502;618472955;"sekretariat@dabrowka.poznan.pl";"www.dabrowka.poznan.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"886";"grodzki";"6.00";"WOJ. WIELKOPOLSKIE";160;190000036700;"XXXIII Liceum Ogólnokształcące z Oddziałami Sportowymi";"60-751";"Poznań";"Stanisława Wyspiańskiego";"27";618664226;618658297;"zsgl@33.poznan.pl";"www.33.poznan.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"887";"grodzki";"9.00";"WOJ. WIELKOPOLSKIE";254;190000036750;"XXXII Liceum Ogólnokształcące";"61-701";"Poznań";"Fredry";"13";618520642;618510119;"biuro@zsk.poznan.pl";"www.zsk.poznan.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"888";"ziemski";"24.00";"WOJ. WIELKOPOLSKIE";705;190000036884;"I Liceum Ogólnokształcące";"64-000";"Kościan";"Al. Kościuszki";"3";655120404;655120404;"lo1.koscian@gmail.com";"www.lo-koscian.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"889";"ziemski";"1.00";"WOJ. WIELKOPOLSKIE";12;190000037295;"Liceum Ogólnokształcące";"63-810";"Borek Wlkp.";"";"";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"890";"ziemski";"6.00";"WOJ. WIELKOPOLSKIE";156;190000037503;"Liceum Ogólnokształcące im. Władysława Jagiełły w Odolanowie";"63-430";"ODOLANÓW";"Krotoszyńska";"121";627331316;627331316;"lo_odolanow@enter.net.pl";"www.lo-odolanow.internetdsl.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"891";"ziemski";"7.00";"WOJ. WIELKOPOLSKIE";161;190000037547;"Liceum Ogólnokształcące";"62-045";"Pniewy";"Św.Ducha";"11";612011708;612911964;"lozs@wp.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"892";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";63;190000037625;"Liceum Ogólnokształcące";"62-010";"Pobiedziska";"Gajowa";"22";618153445;618153445;"letnisko_zs@wp.pl";"www.letnisko.superszkolna.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"893";"ziemski";"14.00";"WOJ. WIELKOPOLSKIE";293;190000037800;"Liceum Ogólnokształcące im. Prymasa Tysiąclecia ks. Stefana Kardynała Wyszyńskiego w Opalenicy";"64-330";"Opalenica";"Gimnazjalna";"1";614474330;614475729;"sekretariat_zso@wp.pl";"www.lo-opalenica.prv.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"894";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";48;190000038534;"Liceum Ogólnokształcące";"62-872";"Godziesze Małe";"Kordeckiego";"10";627611949;627611949;"zs2.godziesze@wp.pl";"zs2godziesze.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"wieś";"gmina wiejska";0
"896";"ziemski";"6.00";"WOJ. WIELKOPOLSKIE";137;190000038833;"Liceum Ogólnokształcące w Tarnowie Podgórnym";"62-080";"Tarnowo Podgórne";"Poznańska";"118";618147253;618166037;"lotarnowop@powiat.poznan.pl";"liceumtp.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"wieś";"gmina wiejska";0
"897";"grodzki";"6.00";"WOJ. WIELKOPOLSKIE";156;190000038975;"ZSGE/LO";"62-510";"Konin";"kard. S. Wyszyńskiego";"3";632425421;632491655;"zsge@neostrada.pl";"zsge.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"898";"grodzki";"10.00";"WOJ. WIELKOPOLSKIE";328;190000038984;"Liceum Ogólnokształcące - Zespół Szkół im. M. Kopernika";"62-510";"Konin";"Aleje 1 Maja";"22";632424557;632426626;"sekretariat@kopernik.konin.pl";"www.kopernik.konin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"899";"grodzki";"27.00";"WOJ. WIELKOPOLSKIE";813;190000038992;"I Liceum im. Tadeusza Kościuszki";"62-500";"Konin";"Mickiewcza";"14";632428782;632445002;"poczta@1liceum.konin.pl";"www.1liceum.konin.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"900";"grodzki";"27.00";"WOJ. WIELKOPOLSKIE";838;190000039028;"II Liceum im. K. K. Baczyńskiego";"62-510";"Konin";"11 Listopada";"7a";632425265;632426389;"drugieliceum@lm.pl";"www.drugieliceum.lm.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"901";"grodzki";"5.00";"WOJ. WIELKOPOLSKIE";135;190000039044;"Liceum Ogólnokształcące w Konińskim Centrum Edukacyjnym";"62-500";"Konin";"Mickiewicza";"11";632429729;NA;"kce@konin.lm.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"902";"grodzki";"20.00";"WOJ. WIELKOPOLSKIE";613;190000039067;"III Liceum";"62-510";"Konin";"Szymanowskiego";"5";632444870;632444870;"3lokonin@wp.pl";"www.trzecieliceum.konin";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"903";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";86;190000039170;"Liceum Ogólnokształcące";"64-410";"Sieraków";"Wroniecka";"25";612952024;612952612;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"904";"ziemski";"9.00";"WOJ. WIELKOPOLSKIE";231;190000039172;"Liceum Ogólnokształcące";"64-400";"Międzychód";"Gen. Sikorskiego";"27";957482475;957482475;"liceum-mchod@infrakom.com.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"906";"ziemski";"10.00";"WOJ. WIELKOPOLSKIE";300;190000039311;"Liceum Ogólnokształcące w Przygodzicach";"63-421";"Przygodzice";"PTR";"6";627336131;627336132;"zspcku@poczta.onet.pl";"www.zspprzygodzice.com";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"wieś";"gmina wiejska";0
"907";"ziemski";"17.00";"WOJ. WIELKOPOLSKIE";547;190000039333;"I Liceum Ogólnokształcące im. ks. J. Kompałły i W. Lipskiego w Ostrowie Wielkopolskim";"63-400";"Ostrów Wielkopolski";"Gimnazjalna";"9";627366291;627366291;"1lo@1lo.ostrow-wielkopolski.pl";"www.1liceum.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"908";"ziemski";"20.00";"WOJ. WIELKOPOLSKIE";591;190000039335;"III Liceum Ogólnokształcące";"63-400";"Ostrów Wielkopolski";"Wojska Polskiego";"17";627362494;625919538;"sekretariat@3liceum.pl";"www.3liceum.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"909";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";48;190000039363;"Liceum Ogólnokształcące Sióstr Salezjanek";"63-400";"Ostrów Wielkopolski";"Al. Słowackiego";"33A";627356231;627357709;"morano@osw.pl";"www.zsss.osw.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"910";"ziemski";"17.00";"WOJ. WIELKOPOLSKIE";473;190000039372;"IV Liceum Ogólnokształcące im. Fryderyka Chopina w Ostrowie Wielkopolskim";"63-400";"Ostrów Wielkopolski";"Wojska Polskiego";"17";625919449;625919449;"sekretariat@czwarteliceum.pl";"czwarteliceum.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"911";"ziemski";"18.00";"WOJ. WIELKOPOLSKIE";596;190000039374;"II Liceum Ogólnokształcące";"63-400";"Ostrów Wielkopolski";"Wrocławska";"48";627385528;627385528;"reymontsekretariat@poczta.onet.pl";"2liceum.osw.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"912";"grodzki";"17.00";"WOJ. WIELKOPOLSKIE";527;190000039783;"I Liceum Ogólnokształcące im. Adama Asnyka w Kaliszu";"62-800";"Kalisz";"Grodzka";"1";627573403;627645269;"loasnyk@gmail.com";"www.asnyk.com.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"913";"grodzki";"26.00";"WOJ. WIELKOPOLSKIE";849;190000039784;"II Liceum Ogólnokształcące im. Tadeusza Kościuszki w Kaliszu";"62-800";"Kalisz";"Szkolna";"5";627676657;627676657;"administracja@2lo.kalisz.pl";"www.2lo.kalisz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"914";"grodzki";"23.00";"WOJ. WIELKOPOLSKIE";705;190000039857;"IV Liceum Ogólnokształcące";"62-800";"Kalisz";"Widok";"96a";627668534;627668534;"4lo@4lo.kalisz.pl";"www.4lo.kalisz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"915";"grodzki";"12.00";"WOJ. WIELKOPOLSKIE";309;190000039882;"V Liceum Ogólnokształcące im. Jana III Sobieskiego";"62-800";"Kalisz";"Piskorzewie";"6";625016161;625016161;"5liceumkalisz@wp.pl";"5lo.kalisz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"916";"grodzki";"23.00";"WOJ. WIELKOPOLSKIE";759;190000039910;"III Liceum Ogólnokształcące";"62-800";"Kalisz";"Kościuszki";"10";627672036;627672036;"sekretariat@kopernik.kalisz.pl";"www.kopernik.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"917";"ziemski";"6.00";"WOJ. WIELKOPOLSKIE";156;190000039971;"Zespół Szkół Nr 2 im. Przyjaźni Polsko-Norweskiej w Ostrzeszowie - II Liceum Ogólnokształcące";"63-500";"OSTRZESZÓW";"KRAŃCOWA";"7";627320775;627320775;"zs2ostrzeszow@neostrada.pl";"www.zs2.ostrzeszow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"918";"ziemski";"15.00";"WOJ. WIELKOPOLSKIE";467;190000039986;"I Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie";"63-500";"Ostrzeszów";"Zamkowa";"21";627320710;627320710;"lo1@lo1.ostrzeszow.pl";"lo1.ostrzeszow.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"919";"ziemski";"1.00";"WOJ. WIELKOPOLSKIE";22;190000040001;"II Liceum Ogólnokształcące w Koźminie Wielkopolskim";"63-720";"Koźmin Wielkopolski";"ul. Zamkowa";"1";627216828;627216247;"sekretariat@zspkozmin.pl";"www.zspkozmin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"920";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";82;190000040008;"III Liceum Ogólnokształcące w Krotoszynie";"63-700";"Krotoszyn";"Plac Jana Pawła II";"5";627252228;627252028;"sekretariat@zsp2.krotoszyn.net";"www.zsp2.krotoszyn.net";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"921";"ziemski";"10.00";"WOJ. WIELKOPOLSKIE";273;190000040012;"II Liceum Ogólnokształcące w Krotoszynie";"63-700";"Krotoszyn";"Mickiewicza";"11";627253275;627253015;"zsp1krot@op.pl";"zsp1.krotoszyn.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"922";"ziemski";"19.00";"WOJ. WIELKOPOLSKIE";544;190000040019;"I Liceum Ogólnokształcące im.Hugona Kołłątaja w Krotoszynie";"63-700";"Krotoszyn";"Kołłątaja";"1";627253649;627253649;"sekretariat@liceumkollataj.edu.pl";"liceumkollataj.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"923";"ziemski";"8.00";"WOJ. WIELKOPOLSKIE";204;190000040052;"I Liceum Ogólnokształcące im. Powstańców Wielkopolskich w Koźminie Wlkp.";"63-720";"Koźmin Wlkp.";"Borecka";"28";627216060;627216060;"lokozmin@itime.pl";"www.lokozmin.itime.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"924";"ziemski";"14.00";"WOJ. WIELKOPOLSKIE";404;190000040071;"Liceum Ogólnokształcące Nr I im. mjra Henryka Sucharskiego w Kępnie";"63-600";"Kępno";"Dąbrowskiego";"3";627822294;627829007;"stefanska@lokepno.com.pl";"www.lokepno.com.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"925";"ziemski";"12.00";"WOJ. WIELKOPOLSKIE";372;190000040074;"LO NR II";"63-600";"Kępno";"H. Sienkiewicza";"25";627829900;627829900;"zsz1kepno@oswiata.org.pl";"zsp1kepno.cal.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"926";"ziemski";"18.00";"WOJ. WIELKOPOLSKIE";511;190000040102;"I Liceum Ogólnokształcące im. St. Staszica w Pleszewie";"63-300";"Pleszew";"Poznańska";"38";625080044;625080044;"lopleszew@lopleszew.pl";"www.lopleszew.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"928";"ziemski";"2.00";"WOJ. WIELKOPOLSKIE";51;190000040145;"Liceum Ogólnokształcące z przystosowaniem do pracy w służbach mundurowych i jednostkach zarządzania kryzysowego";"62-850";"Lisków";"Twórców Liskowa";"1";627634009;627634009;"1bud@wp.pl";"zs1lisków1";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"wieś";"gmina wiejska";0
"929";"ziemski";"7.00";"WOJ. WIELKOPOLSKIE";169;190000040163;"II Liceum Ogólnokształcące";"63-200";"Jarocin";"Franciszkańska";"1";627472619;627472938;"zsp1jarocin@interia.pl";"www.zsp1jarocin.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"930";"ziemski";"5.00";"WOJ. WIELKOPOLSKIE";180;190000040169;"3 Liceum Ogólnokształcące";"63-200";"Jarocin";"Franciszkańska";"2";627472240;627472240;"szkola@zsp2jarocin.pl";"www.zsp2jarocin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"931";"ziemski";"23.00";"WOJ. WIELKOPOLSKIE";785;190000040178;"I Liceum Ogólnokształcące";"63-200";"JAROCIN";"TADEUSZA KOŚCIUSZKI";"31";627472373;627477963;"dyrekcja@liceum-jarocin.pl";"www.liceum-jarocin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"932";"ziemski";"2.00";"WOJ. WIELKOPOLSKIE";65;190000040221;"II Liceum Ogólnokształcące";"62-700";"Turek";"Milewskiego";"3 B";632803613;632803614;"zst@turek.net.pl";"zst.net.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"933";"ziemski";"5.00";"WOJ. WIELKOPOLSKIE";141;190000040351;"Liceum Ogółnokształcące";"62-571";"Stare Miasto";"Parkowa";"2";632442663;632442553;"zseu@konin.lm.pl";"zychlin.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"wieś";"gmina wiejska";0
"934";"ziemski";"7.00";"WOJ. WIELKOPOLSKIE";151;190000040364;"Liceum Ogólnokształcące im.H. Sienkiewicza";"62-610";"Sompolno";"Gimnazjalna";"2";632714023;632714023;"zspsompolno@poczta.onet.pl";"www.zspsompolno.internetdsl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"935";"ziemski";"9.00";"WOJ. WIELKOPOLSKIE";241;190000040371;"Liceum Ogólnokształcące";"62-540";"Kleczew";"Pl. J. Piłsudskiego";"13";632701024;632701024;"zspkleczew@op.pl";"zspkleczew.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"936";"ziemski";"2.00";"WOJ. WIELKOPOLSKIE";56;190000040394;"Liceum Ogólnokształcące";"62-420";"Strzałkowo";"Górna";"12";632750040;632758670;"zsp@zspstrzalkowo.info";"wwwzspstrzalkowo.info";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"wieś";"gmina wiejska";0
"937";"ziemski";"2.00";"WOJ. WIELKOPOLSKIE";43;190000040403;"Liceum Ogólnokształcące Nr II";"62-400";"Słupca";"Powstańców Wielkopolskich";"22";632751130;632751130;"sekretariat.zseslupca@o2.pl";"www.zseslupca.amm.net.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"938";"ziemski";"18.00";"WOJ. WIELKOPOLSKIE";507;190000040406;"Liceum Ogólnokształcące im. Marszałka J.Piłsudskiego";"62-400";"Słupca";"plac Szkolny";"1";632751093;632751093;"loslupca@o2.pl";"lo.slupca.com.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"939";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";85;190000040425;"Liceum Ogólnokształcące";"62-410";"Zagórów";"Pyzderska";"75";632761113;632761113;"zsp11@poczta.onet.pl";"www.zspzag.republika.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"940";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";86;190000040444;"3-letnie Liceum Ogólnokształcące";"62-604";"KOŚCIELEC";"UL. KOŚCIELNA";"2";632723897;632716369;"zsrckukoscielec@gmail.com";"www.zsrcku-koscielec.4me.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"wieś";"gmina wiejska";0
"941";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";83;190000040456;"Liceum Ogólnokształcące";"62-600";"Koło";"Sienkiewicza";"1";632720715;NA;"zseakolo@onet.eu";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"942";"ziemski";"9.00";"WOJ. WIELKOPOLSKIE";234;190000040475;"Liceum Ogólnokształcące w Zespole Szkół Ponadgimnazjalnych w Kłodawie";"62-650";"Kłodawa";"Adama Mickiewicza";"4";632730263;632730539;"zspklodawa@wp.pl";"www.zspklodawa.org";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"943";"ziemski";"24.00";"WOJ. WIELKOPOLSKIE";698;190000040499;"Liceum Ogólnokształcące w Kole";"62-600";"Koło";"Blizna";"37";632721622;632721622;"sekretariat@lowkole.pl";"www.lowkole.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"944";"grodzki";"10.00";"WOJ. WIELKOPOLSKIE";307;190000040585;"II LICEUM OGÓLNOKSZTAŁCĄCE";"64-100";"LESZNO";"BOLESŁAWA PRUSA";"33";655298485;655298485;"SEKRETARIAT@IILO.LESZNO.PL";"WWW.IILO.LESZNO.PL";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
